list_date,list_price,sold_date,sold_price,beds,baths,sqft,lot_sqft,city,street,zip,latitude,longitude,days_on_market,price_per_sqft,beds_baths_ratio,month_listed,year_listed
2025-01-31,209900.0,2025-03-31,209900,2.0,1.5,904.0,4704.0,Saint Paul,868 Algonquin Ave,55119,44.967562,-93.017718,59,232.19026548672565,0.8,1,2025
2024-11-15,374900.0,2024-12-13,391000,3.0,1.5,1534.0,4966.0,Saint Paul,1246 Bayard Ave,55116,44.922167,-93.152861,28,244.39374185136896,1.2,11,2024
2024-12-20,275000.0,2025-01-10,266800,3.0,1.0,1297.0,6534.0,Saint Paul,967 California Ave W,55117,44.991249,-93.140914,21,212.02775636083268,1.5,12,2024
2025-01-23,500000.0,2025-02-28,505003,3.0,2.0,1636.0,5009.0,Saint Paul,2098 Pinehurst Ave,55116,44.918628,-93.189055,36,305.6234718826406,1.0,1,2025
2025-03-18,425000.0,2025-04-08,475000,4.0,1.0,1750.0,7362.0,Saint Paul,2129 Sargent Ave,55105,44.935472,-93.190323,21,242.85714285714286,2.0,3,2025
2024-09-03,189900.0,2024-12-11,189900,2.0,1.0,832.0,4792.0,Saint Paul,536 Edmund Ave,55103,44.958192,-93.122838,99,228.24519230769232,1.0,9,2024
2024-12-01,324900.0,2025-01-31,325000,3.0,1.5,2185.0,6055.0,Saint Paul,627-629 Minnehaha Ave E,55130,44.963264,-93.074138,61,148.69565217391303,1.2,12,2024
2024-11-19,214900.0,2025-01-09,210000,2.0,1.0,926.0,5001.0,Saint Paul,1631 Woodbridge St,55117,44.990397,-93.108765,51,232.07343412526998,1.0,11,2024
2024-11-25,375000.0,2025-01-03,365000,3.0,2.5,1435.0,5227.0,Saint Paul,1659 Fernwood St,55108,44.991212,-93.151727,39,261.3240418118467,0.8571428571428571,11,2024
2024-10-18,279000.0,2025-01-07,279000,3.0,2.0,1488.0,4879.0,Saint Paul,916 Ivy Ave E,55106,44.980881,-93.061875,81,187.5,1.0,10,2024
2025-03-20,319900.0,2025-04-18,310000,4.0,2.0,1643.0,5358.0,Saint Paul,1517 Dale St N,55117,44.986988,-93.126544,29,194.70480827754108,1.3333333333333333,3,2025
2024-10-04,259900.0,2025-01-10,260000,3.0,2.0,1141.0,6186.0,Saint Paul,46 Orange Ave W,55117,44.979017,-93.102185,98,227.7826468010517,1.0,10,2024
2025-01-25,264900.0,2025-02-28,285000,2.0,1.0,1138.0,7841.0,Saint Paul,994 Chatsworth St N,55103,44.971162,-93.141206,34,232.7768014059754,1.0,1,2025
2024-10-24,585000.0,2024-12-12,575000,5.0,2.5,3945.0,10629.0,Saint Paul,1893 Marshall Ave,55104,44.948731,-93.18017,49,148.2889733840304,1.4285714285714286,10,2024
2025-04-15,525000.0,2025-04-29,575000,3.0,2.0,2593.0,5401.0,Saint Paul,2103 Hartford Ave,55116,44.92368,-93.189167,14,202.4681835711531,1.0,4,2025
2025-01-02,429900.0,2025-02-28,429900,3.0,2.0,1761.0,6098.0,Saint Paul,639 Pascal St S,55116,44.922181,-93.162293,57,244.12265758091993,1.0,1,2025
2025-04-03,225000.0,2025-05-07,225000,2.0,1.0,885.0,5009.0,Saint Paul,928 Lawson Ave E,55106,44.971864,-93.061378,34,254.23728813559322,1.0,4,2025
2025-04-18,289900.0,2025-05-12,296000,3.0,1.0,1400.0,6665.0,Saint Paul,1531 Alameda St,55117,44.987229,-93.130339,24,207.07142857142858,1.5,4,2025
2025-02-18,825000.0,2025-03-31,825000,6.0,3.5,3113.0,6403.0,Saint Paul,496 Marshall Ave,55102,44.948277,-93.121098,41,265.017667844523,1.3333333333333333,2,2025
2024-11-11,165000.0,2025-01-17,165000,2.0,1.0,768.0,4400.0,Saint Paul,1166 Jackson St,55117,44.976258,-93.096047,67,214.84375,1.0,11,2024
2024-10-11,240000.0,2024-12-16,260000,4.0,2.0,1830.0,6621.0,Saint Paul,401 Johnson Pkwy,55106,44.954149,-93.049324,66,131.14754098360655,1.3333333333333333,10,2024
2024-10-10,293000.0,2024-12-11,287000,3.0,1.0,1340.0,5184.0,Saint Paul,1362 Stanford Ave,55105,44.932157,-93.157814,62,218.65671641791045,1.5,10,2024
2025-02-13,489900.0,2025-03-31,532000,3.0,2.0,1795.0,5580.0,Saint Paul,1469 Osceola Ave,55105,44.936343,-93.162341,46,272.924791086351,1.0,2,2025
2024-10-28,550000.0,2024-12-17,563000,3.0,3.0,3404.0,12824.0,Saint Paul,860 Ivy Ave W,55117,44.980805,-93.136377,50,161.57461809635723,0.75,10,2024
2024-07-26,219999.0,2024-12-11,220000,3.0,1.0,1321.0,4922.0,Saint Paul,691 Edmund Ave,55104,44.958697,-93.129405,138,166.53974261922787,1.5,7,2024
2024-11-13,475000.0,2025-01-21,475000,3.0,2.0,1507.0,4356.0,Saint Paul,1126 Edgcumbe Rd,55105,44.930251,-93.147762,69,315.19575315195755,1.0,11,2024
2024-11-04,549000.0,2024-12-17,549000,2.0,2.0,1795.0,8973.0,Saint Paul,2150 Niles Ave,55116,44.924982,-93.191331,43,305.84958217270196,0.6666666666666666,11,2024
2025-01-15,200000.0,2025-01-31,200000,3.0,1.0,1236.0,4574.0,Saint Paul,862 Smith Ave S,55107,44.92015,-93.101468,16,161.81229773462783,1.5,1,2025
2025-02-03,275000.0,2025-03-07,315000,4.0,1.5,1897.0,7841.0,Saint Paul,2139 Cottage Ave E,55119,44.983195,-93.010337,32,144.96573537163943,1.6,2,2025
2025-01-09,285000.0,2025-02-27,290000,3.0,1.0,1251.0,6970.0,Saint Paul,2149 Fremont Ave E,55119,44.957893,-93.009827,49,227.81774580335733,1.5,1,2025
2024-09-26,249900.0,2024-12-06,260000,3.0,1.0,1365.0,5227.0,Saint Paul,682 Cottage Ave E,55106,44.982603,-93.071865,71,183.07692307692307,1.5,9,2024
2024-10-22,250000.0,2024-12-31,255500,5.0,2.0,1954.0,3093.0,Saint Paul,415 Mount Ida St,55130,44.962476,-93.083099,70,127.94268167860798,1.6666666666666667,10,2024
2024-11-19,419500.0,2025-01-07,410000,3.0,2.0,2708.0,9888.0,Saint Paul,1311 Van Buren Ave,55104,44.9623,-93.155623,49,154.91137370753324,1.0,11,2024
2025-02-03,259900.0,2025-03-21,226000,3.0,1.0,1702.0,5227.0,Saint Paul,1935 Cottage Ave E,55119,44.983178,-93.018649,46,152.7027027027027,1.5,2,2025
2025-03-08,509900.0,2025-04-24,485000,4.0,1.5,2360.0,6229.0,Saint Paul,1154 Ivy Ave E,55106,44.980697,-93.052195,47,216.0593220338983,1.6,3,2025
2024-07-12,1350000.0,2025-01-17,1266455,5.0,4.5,5991.0,24916.0,Saint Paul,1027 Summit Ave,55105,44.941908,-93.143428,189,225.33800701051578,0.9090909090909091,7,2024
2025-01-22,389900.0,2025-02-21,375000,2.0,1.5,1048.0,7449.0,Saint Paul,1802 Lincoln Ave,55105,44.938815,-93.176476,30,372.0419847328244,0.8,1,2025
2024-06-03,329900.0,2025-01-20,329900,3.0,3.0,1248.0,4639.0,Saint Paul,852 James Ave,55102,44.927482,-93.136055,231,264.34294871794873,0.75,6,2024
2024-12-30,539900.0,2025-02-28,595000,4.0,2.5,1775.0,4356.0,Saint Paul,1186 Hague Ave,55104,44.945576,-93.150369,60,304.16901408450707,1.1428571428571428,12,2024
2024-10-19,345000.0,2025-03-03,347000,3.0,1.0,1506.0,6534.0,Saint Paul,565 Frontenac Pl,55104,44.957213,-93.205666,135,229.08366533864543,1.5,10,2024
2024-11-06,1075000.0,2025-03-17,1060000,4.0,3.5,3565.0,4835.0,Saint Paul,1439 Eleanor Ave,55116,44.954445,-93.091301,131,301.5427769985975,0.8888888888888888,11,2024
2025-01-20,334900.0,2025-03-03,334900,3.0,2.0,2075.0,4879.0,Saint Paul,1132 Edmund Ave,55104,44.958188,-93.148082,42,161.3975903614458,1.0,1,2025
2024-12-16,1200000.0,2025-01-03,1200000,6.0,5.0,5955.0,8843.0,Saint Paul,916 Lincoln Ave,55105,44.93859,-93.138734,18,201.51133501259446,1.0,12,2024
2025-02-16,269900.0,2025-03-27,269900,3.0,2.5,1726.0,5576.0,Saint Paul,718 Bellows St,55107,44.924359,-93.092332,39,156.3731170336037,0.8571428571428571,2,2025
2025-02-11,199000.0,2025-03-20,220000,2.0,1.0,900.0,7187.0,Saint Paul,1732 Beech St,55106,44.96195,-93.02717,37,221.11111111111111,1.0,2,2025
2025-02-14,189900.0,2025-04-02,200000,2.0,1.0,1104.0,4879.0,Saint Paul,1160 Beech St,55106,44.961921,-93.051583,47,172.0108695652174,1.0,2,2025
2025-03-12,340000.0,2025-04-04,378500,3.0,2.0,2062.0,3920.0,Saint Paul,1168 Lexington Pkwy N,55103,44.976473,-93.146104,23,164.88845780795344,1.0,3,2025
2024-11-14,199900.0,2025-02-07,190000,3.0,2.0,1078.0,9757.0,Saint Paul,732 Burr St,55130,44.963353,-93.079547,85,185.43599257884972,1.0,11,2024
2024-11-04,315000.0,2025-03-17,325000,3.0,2.0,1353.0,9601.0,Saint Paul,149 Wyoming St E,55107,44.920673,-93.078969,133,232.8159645232816,1.0,11,2024
2024-12-13,289900.0,2025-01-27,284000,3.0,2.0,2067.0,4835.0,Saint Paul,1636 W Breda Ave,55108,44.976139,-93.169315,45,140.25157232704402,1.0,12,2024
2025-01-17,375000.0,2025-02-26,391000,3.0,2.5,1666.0,6098.0,Saint Paul,1807 Montreal Ave,55116,44.912807,-93.176427,40,225.09003601440577,0.8571428571428571,1,2025
2025-01-24,214900.0,2025-03-03,221400,2.0,1.0,878.0,4704.0,Saint Paul,1236 Albemarle St,55117,44.97841,-93.106851,38,244.7608200455581,1.0,1,2025
2024-09-24,124995.0,2024-12-20,115000,2.0,1.0,908.0,4966.0,Saint Paul,450 Forest St,55106,44.955196,-93.060687,87,137.65969162995594,1.0,9,2024
2024-10-18,350000.0,2024-12-05,348500,3.0,2.0,1788.0,4530.0,Saint Paul,804 Manomin Ave,55107,44.921897,-93.100275,48,195.74944071588368,1.0,10,2024
2024-10-29,250000.0,2024-12-13,248000,4.0,2.0,1655.0,4661.0,Saint Paul,663 Jefferson Ave,55102,44.930907,-93.127672,45,151.05740181268882,1.3333333333333333,10,2024
2024-09-19,284900.0,2025-01-03,275000,4.0,2.0,1433.0,4400.0,Saint Paul,984 Jackson St,55117,44.970805,-93.09603,106,198.81367759944172,1.3333333333333333,9,2024
2024-10-10,289900.0,2025-01-16,289900,3.0,1.0,1646.0,5881.0,Saint Paul,564 Larpenteur Ave E,55117,44.9917,-93.076888,98,176.12393681652492,1.5,10,2024
2025-02-20,425000.0,2025-04-01,422500,3.0,2.0,1500.0,4966.0,Saint Paul,1282 Jefferson Ave,55105,44.930301,-93.15447,40,283.3333333333333,1.0,2,2025
2024-09-13,275000.0,2024-12-06,276000,3.0,2.0,1665.0,8756.0,Saint Paul,518 Idaho Ave E,55130,44.989797,-93.078936,84,165.16516516516518,1.0,9,2024
2024-11-27,225000.0,2024-12-30,226500,2.0,1.0,872.0,6839.0,Saint Paul,2102 4th St E,55119,44.958275,-93.011803,33,258.0275229357798,1.0,11,2024
2024-12-05,325000.0,2025-01-08,330000,3.0,1.0,1367.0,6708.0,Saint Paul,1820 Englewood Ave,55104,44.963509,-93.177611,34,237.7468910021946,1.5,12,2024
2025-02-18,382500.0,2025-03-31,382500,3.0,1.5,1568.0,6098.0,Saint Paul,1934 Dorothea Ave,55116,44.90543,-93.181659,41,243.94132653061226,1.2,2,2025
2024-10-08,255000.0,2025-01-24,237000,3.0,2.0,2010.0,7362.0,Saint Paul,1261 Beech St,55106,44.962455,-93.047243,108,126.86567164179104,1.0,10,2024
2024-11-28,290000.0,2025-01-10,302500,3.0,2.0,1697.0,7100.0,Saint Paul,410 Hoyt Ave E,55130,44.987945,-93.083217,43,170.8898055391868,1.0,11,2024
2025-03-26,225000.0,2025-04-30,250000,3.0,1.0,1005.0,10149.0,Saint Paul,1734 Bush Ave,55106,44.964669,-93.027126,35,223.88059701492537,1.5,3,2025
2024-10-11,339500.0,2025-03-06,330000,5.0,1.5,1893.0,5358.0,Saint Paul,1699 Thomas Ave,55104,44.959531,-93.171906,146,179.34495509772847,2.0,10,2024
2025-01-07,285000.0,2025-03-06,295000,2.0,2.0,1176.0,7536.0,Saint Paul,1067 Argyle St,55103,44.97325,-93.143075,58,242.3469387755102,0.6666666666666666,1,2025
2025-02-15,445000.0,2025-04-03,480022,4.0,3.0,2112.0,4792.0,Saint Paul,855 Tuscarora Ave,55102,44.92353,-93.136083,47,210.70075757575756,1.0,2,2025
2024-10-03,240000.0,2025-02-12,247200,3.0,1.0,1500.0,5053.0,Saint Paul,2129 Reaney Ave E,55119,44.964217,-93.010764,132,160.0,1.5,10,2024
2025-02-08,225000.0,2025-03-14,245000,3.0,1.0,1407.0,8276.0,Saint Paul,2095 Jessamine Ave E,55119,44.974526,-93.011739,34,159.9147121535181,1.5,2,2025
2024-12-02,509900.0,2025-01-15,510000,4.0,2.5,2205.0,7797.0,Saint Paul,2029 Morgan Ave,55116,44.9047,-93.185762,44,231.24716553287982,1.1428571428571428,12,2024
2025-02-11,595000.0,2025-02-27,651000,5.0,2.5,2700.0,5793.0,Saint Paul,495 Cretin Ave S,55116,44.926595,-93.192821,16,220.37037037037038,1.4285714285714286,2,2025
2024-11-15,310000.0,2024-12-16,315000,4.0,2.0,1809.0,4922.0,Saint Paul,1987 Maryland Ave E,55119,44.977756,-93.016432,31,171.36539524599226,1.3333333333333333,11,2024
2024-12-03,130000.0,2025-01-09,113000,2.0,1.0,1160.0,2474.0,Saint Paul,912 Farrington St,55117,44.968716,-93.113266,37,112.06896551724138,1.0,12,2024
2024-10-17,565000.0,2025-03-21,555000,5.0,3.0,2733.0,5227.0,Saint Paul,552 Brimhall St,55116,44.924801,-93.165368,155,206.73252835711673,1.25,10,2024
2025-03-06,650000.0,2025-04-09,680000,3.0,2.5,2266.0,6229.0,Saint Paul,1971 Bayard Ave,55116,44.92233,-93.183636,34,286.84907325684026,0.8571428571428571,3,2025
2024-10-03,285000.0,2024-12-31,280000,3.0,1.0,1418.0,10019.0,Saint Paul,663 Idaho Ave E,55106,44.990375,-93.072565,89,200.9873060648801,1.5,10,2024
2024-11-14,165000.0,2024-12-18,180000,3.0,1.0,997.0,4922.0,Saint Paul,1378 Lafond Ave,55104,44.95996,-93.158406,34,165.49648946840523,1.5,11,2024
2024-10-21,619000.0,2025-02-26,590000,5.0,3.0,2601.0,4792.0,Saint Paul,1133 Palace Ave,55105,44.929007,-93.147987,128,237.98539023452517,1.25,10,2024
2025-02-22,449900.0,2025-04-10,470000,3.0,2.0,1642.0,5968.0,Saint Paul,884 Ashland Ave,55104,44.943625,-93.137483,47,273.9951278928136,1.0,2,2025
2025-02-20,349900.0,2025-04-04,350000,3.0,1.0,1386.0,6970.0,Saint Paul,1131 Norbert Ln,55116,44.907666,-93.182033,43,252.45310245310245,1.5,2,2025
2024-10-16,237000.0,2025-02-14,237000,3.0,2.0,1200.0,4792.0,Saint Paul,984 Cook Ave E,55106,44.972759,-93.058994,121,197.5,1.0,10,2024
2024-11-15,465000.0,2024-12-20,465000,4.0,2.5,2284.0,9191.0,Saint Paul,117 Elizabeth St W,55107,44.927367,-93.090412,35,203.59019264448335,1.1428571428571428,11,2024
2024-09-20,309900.0,2024-12-23,273000,6.0,3.0,2374.0,7144.0,Saint Paul,234 Kennard St,55106,44.946925,-93.029886,94,130.5391743892165,1.5,9,2024
2025-02-14,679000.0,2025-04-15,692580,4.0,4.0,3556.0,4792.0,Saint Paul,397 Ashland Ave,55102,44.944575,-93.116781,60,190.9448818897638,0.8,2,2025
2025-03-15,209900.0,2025-04-29,216500,3.0,1.0,1280.0,5053.0,Saint Paul,702 Rose Ave E,55106,44.976316,-93.070799,45,163.984375,1.5,3,2025
2024-11-19,220000.0,2025-01-08,221000,2.0,1.0,1560.0,7492.0,Saint Paul,2056 Magnolia Ave E,55119,44.972963,-93.013565,50,141.02564102564102,1.0,11,2024
2024-10-31,389900.0,2024-12-10,389900,3.0,2.0,2005.0,5227.0,Saint Paul,1591 Huron St,55108,44.989143,-93.155659,40,194.4638403990025,1.0,10,2024
2025-01-22,298950.0,2025-02-28,310000,3.0,2.0,1736.0,5184.0,Saint Paul,344 Page St E,55107,44.924588,-93.070872,37,172.20622119815667,1.0,1,2025
2025-03-07,315000.0,2025-04-18,330000,4.0,2.5,2336.0,5053.0,Saint Paul,277 Winifred St E,55107,44.930319,-93.072462,42,134.8458904109589,1.1428571428571428,3,2025
2025-01-14,325000.0,2025-02-19,335000,3.0,2.0,1400.0,6229.0,Saint Paul,222 Congress St W,55107,44.931972,-93.094911,36,232.14285714285714,1.0,1,2025
2024-12-18,235000.0,2025-01-17,270000,4.0,1.0,1483.0,6142.0,Saint Paul,1098 Margaret St,55106,44.961008,-93.0541,30,158.46257585974377,2.0,12,2024
2024-10-17,199900.0,2024-12-20,206000,3.0,1.0,1357.0,5881.0,Saint Paul,1609 7th St E,55106,44.966998,-93.032407,64,147.310243183493,1.5,10,2024
2024-12-11,229900.0,2025-01-21,230000,2.0,1.0,1128.0,6360.0,Saint Paul,2067 Fremont Ave E,55119,44.95789,-93.013125,41,203.81205673758865,1.0,12,2024
2025-01-30,324800.0,2025-03-10,340000,3.0,2.0,1565.0,5750.0,Saint Paul,567 Pelham Blvd,55104,44.957677,-93.200585,39,207.53993610223642,1.0,1,2025
2024-08-22,945000.0,2025-03-13,915000,6.0,3.5,4538.0,15594.0,Saint Paul,794 Linwood Ave,55105,44.934415,-93.133525,203,208.24151608638167,1.3333333333333333,8,2024
2025-03-19,350000.0,2025-05-09,420000,2.0,2.0,1478.0,22433.0,Saint Paul,604 Lexington Pkwy S,55116,44.923217,-93.14592,51,236.8064952638701,0.6666666666666666,3,2025
2025-01-17,250000.0,2025-03-21,250000,4.0,1.5,1885.0,4792.0,Saint Paul,1048 Conway St,55106,44.955605,-93.05628,63,132.6259946949602,1.6,1,2025
2025-02-18,265000.0,2025-03-28,285000,3.0,1.5,1183.0,3659.0,Saint Paul,1415 Taylor Ave W,55104,44.967977,-93.160031,38,224.00676246830093,1.2,2,2025
2025-01-14,500000.0,2025-02-20,550000,3.0,2.0,2047.0,6098.0,Saint Paul,1132 Montana Ave W,55108,44.987206,-93.147689,37,244.2598925256473,1.0,1,2025
2024-10-21,599900.0,2024-12-06,600000,4.0,2.5,2338.0,7841.0,Saint Paul,1924 Pinehurst Ave,55116,44.91862,-93.181599,46,256.58682634730536,1.1428571428571428,10,2024
2024-09-18,190000.0,2024-12-11,183000,2.0,1.0,708.0,5009.0,Saint Paul,1992 Clear Ave E,55119,44.981769,-93.016256,84,268.361581920904,1.0,9,2024
2025-01-29,350000.0,2025-03-04,385900,2.0,1.5,1611.0,7536.0,Saint Paul,1677 Montreal Ave,55116,44.912802,-93.170963,34,217.25636250775915,0.8,1,2025
2025-03-11,550000.0,2025-04-15,600000,4.0,2.5,2150.0,7579.0,Saint Paul,1684 Watson Ave,55116,44.924027,-93.171344,35,255.8139534883721,1.1428571428571428,3,2025
2024-10-26,325000.0,2025-01-31,325000,3.0,2.0,1538.0,5489.0,Saint Paul,403 Arlington Ave W,55117,44.984844,-93.116941,97,211.31339401820546,1.0,10,2024
2025-01-31,355000.0,2025-03-31,363000,2.0,2.0,2050.0,18644.0,Saint Paul,2184 Bonnie Ln,55119,44.90463,-93.007994,59,173.17073170731706,0.6666666666666666,1,2025
2025-02-20,244900.0,2025-04-15,245000,2.0,1.0,680.0,5227.0,Saint Paul,1830 Nebraska Ave E,55119,44.986274,-93.02308,54,360.1470588235294,1.0,2,2025
2025-01-25,475000.0,2025-04-18,444000,5.0,3.0,2780.0,8538.0,Saint Paul,654 Orange Ave E,55106,44.979002,-93.07279,83,170.86330935251797,1.25,1,2025
2024-11-19,269500.0,2025-01-23,255500,3.0,2.0,1772.0,6708.0,Saint Paul,1138 Flandrau St,55106,44.975642,-93.027463,65,152.08803611738148,1.0,11,2024
2024-12-24,309900.0,2025-04-29,305000,3.0,2.0,1934.0,7275.0,Saint Paul,1030 Larpenteur Ave W,55113,44.991636,-93.143661,126,160.23784901758015,1.0,12,2024
2025-02-27,1070000.0,2025-04-18,1050000,4.0,3.5,3541.0,5924.0,Saint Paul,2230 Princeton Ave,55105,44.93586,-93.194864,50,302.17452696978256,0.8888888888888888,2,2025
2025-05-02,1950000.0,2025-05-02,1600000,3.0,2.5,2916.0,45564.0,Saint Paul,1630 Edgcumbe Rd,55116,44.914279,-93.151183,0,668.7242798353909,0.8571428571428571,5,2025
2024-12-09,210000.0,2025-04-30,209000,2.0,1.0,1060.0,5053.0,Saint Paul,1690 Bush Ave,55106,44.964673,-93.029134,142,198.11320754716982,1.0,12,2024
2024-11-19,240000.0,2024-12-30,227450,2.0,1.0,858.0,4792.0,Saint Paul,1528 Canfield Ave,55108,44.979791,-93.164897,41,279.72027972027973,1.0,11,2024
2025-02-06,259900.0,2025-04-25,270000,3.0,1.5,1200.0,4487.0,Saint Paul,1133 Jackson St,55117,44.975118,-93.09673,78,216.58333333333334,1.2,2,2025
2025-01-13,309999.0,2025-02-20,335000,3.0,2.0,1680.0,9278.0,Saint Paul,1668 Clear Ave,55106,44.981782,-93.029915,38,184.5232142857143,1.0,1,2025
2024-11-04,185000.0,2024-12-19,182000,2.0,1.0,682.0,1699.0,Saint Paul,559 Elfelt St,55103,44.958092,-93.112234,45,271.26099706744867,1.0,11,2024
2025-03-06,214900.0,2025-04-14,230000,2.0,2.0,763.0,6098.0,Saint Paul,2072 Case Ave E,55119,44.970036,-93.013181,39,281.651376146789,0.6666666666666666,3,2025
2025-01-27,265000.0,2025-03-12,301000,2.0,1.0,732.0,6752.0,Saint Paul,815 Iowa Ave W,55117,44.989337,-93.13419,44,362.0218579234973,1.0,1,2025
2025-03-04,297000.0,2025-04-10,309000,3.0,2.0,1418.0,4966.0,Saint Paul,781 Howell St N,55104,44.964694,-93.181411,37,209.44992947813822,1.0,3,2025
2024-11-08,265000.0,2025-01-03,270000,3.0,1.5,1277.0,4530.0,Saint Paul,453 Maryland Ave E,55130,44.977626,-93.081493,56,207.51761942051684,1.2,11,2024
2024-11-04,279900.0,2025-02-12,299000,3.0,1.0,1262.0,4617.0,Saint Paul,805 Cherokee Ave,55107,44.921886,-93.104983,100,221.7908082408875,1.5,11,2024
2025-03-29,274900.0,2025-05-23,291278,4.0,2.0,1948.0,5445.0,Saint Paul,1278 Woodbridge St,55117,44.979692,-93.108102,55,141.11909650924025,1.3333333333333333,3,2025
2025-03-14,998500.0,2025-05-15,1052000,4.0,2.5,4201.0,12632.0,Saint Paul,832 Osceola Ave,55105,44.935321,-93.135161,62,237.6815044037134,1.1428571428571428,3,2025
2025-05-27,310000.0,2025-05-27,310000,1.0,2.5,1153.0,4922.0,Saint Paul,1285 Juno Ave,55116,44.926303,-93.154627,0,268.86383347788376,0.2857142857142857,5,2025
2025-05-01,420000.0,2025-05-27,442750,3.0,2.5,1814.0,7492.0,Saint Paul,1381 Nebraska Ave W,55108,44.986696,-93.158433,26,231.53252480705623,0.8571428571428571,5,2025
2025-03-31,265000.0,2025-05-22,270000,2.0,1.0,919.0,5227.0,Saint Paul,985 Seminary Ave,55104,44.965051,-93.141891,52,288.3569096844396,1.0,3,2025
2025-04-24,314900.0,2025-05-27,325000,3.0,1.5,918.0,4966.0,Saint Paul,882 Bayard Ave,55102,44.922127,-93.137404,33,343.02832244008715,1.2,4,2025
2025-04-21,460000.0,2025-05-16,478000,4.0,3.0,2186.0,8930.0,Saint Paul,1464 Laurel Ave,55104,44.944706,-93.162114,25,210.43000914913083,1.0,4,2025
2024-10-21,359000.0,2025-01-24,340000,5.0,2.0,2240.0,6534.0,Saint Paul,1233 Prosperity Ave,55106,44.978727,-93.040014,95,160.26785714285714,1.6666666666666667,10,2024
2025-04-07,439900.0,2025-05-01,453000,4.0,2.0,2107.0,5053.0,Saint Paul,2011 James Ave,55105,44.928224,-93.185334,24,208.78025628856193,1.3333333333333333,4,2025
2025-02-28,330000.0,2025-04-04,339000,3.0,2.0,1524.0,7405.0,Saint Paul,688 Nebraska Ave E,55106,44.986252,-93.071553,35,216.53543307086613,1.0,2,2025
2025-03-25,495000.0,2025-04-25,530000,3.0,2.0,1776.0,4922.0,Saint Paul,1415 Wellesley Ave,55105,44.931769,-93.160044,31,278.7162162162162,1.0,3,2025
2025-04-03,590000.0,2025-05-15,605000,4.0,2.5,2397.0,7492.0,Saint Paul,1914 Selby Ave,55104,44.945891,-93.18135,42,246.1410095953275,1.1428571428571428,4,2025
2025-02-13,750000.0,2025-03-24,765000,3.0,1.5,2670.0,6011.0,Saint Paul,2294 Saint Clair Ave,55105,44.934048,-93.197256,39,280.8988764044944,1.2,2,2025
2025-03-21,159900.0,2025-04-28,165000,1.0,1.0,814.0,4966.0,Saint Paul,622 Wells St,55130,44.967273,-93.074369,38,196.43734643734643,0.5,3,2025
2025-03-20,294900.0,2025-05-05,302000,3.0,2.0,1850.0,5140.0,Saint Paul,1985 4th St E,55119,44.958815,-93.016573,46,159.40540540540542,1.0,3,2025
2025-01-09,299900.0,2025-02-11,333000,3.0,1.5,1637.0,5881.0,Saint Paul,999 Armstrong Ave,55102,44.925317,-93.14238,33,183.20097739767868,1.2,1,2025
2025-03-05,335000.0,2025-04-28,345000,3.0,2.0,1310.0,14549.0,Saint Paul,640 Iowa Ave W,55117,44.98864,-93.127379,54,255.72519083969465,1.0,3,2025
2025-03-06,150000.0,2025-03-26,175000,3.0,1.0,1092.0,4879.0,Saint Paul,109 Geranium Ave W,55117,44.975841,-93.104698,20,137.36263736263737,1.5,3,2025
2025-04-22,210000.0,2025-05-23,215000,3.0,2.0,420.0,4966.0,Saint Paul,768 Magnolia Ave E,55106,44.973629,-93.068103,31,500.0,1.0,4,2025
2025-03-13,250000.0,2025-05-15,265000,3.0,1.0,1226.0,4792.0,Saint Paul,1117 Jenks Ave,55106,44.971497,-93.053479,63,203.9151712887439,1.5,3,2025
2025-03-26,215000.0,2025-05-08,250000,4.0,2.0,1914.0,4487.0,Saint Paul,935 Jenks Ave,55106,44.971484,-93.06122,43,112.33019853709509,1.3333333333333333,3,2025
2025-04-10,350000.0,2025-05-02,359000,3.0,1.5,1168.0,4574.0,Saint Paul,807 Delaware Ave,55107,44.921768,-93.106186,22,299.6575342465753,1.2,4,2025
2025-04-26,150000.0,2025-05-23,150000,3.0,1.0,1415.0,5271.0,Saint Paul,1005 Galtier St,55117,44.971651,-93.11143,27,106.00706713780919,1.5,4,2025
2025-04-18,405900.0,2025-05-27,426000,4.0,2.0,2200.0,6273.0,Saint Paul,84 Hatch Ave W,55117,44.970886,-93.103553,39,184.5,1.3333333333333333,4,2025
2025-02-25,524999.0,2025-03-14,586000,3.0,1.5,1658.0,5009.0,Saint Paul,2152 Berkeley Ave,55105,44.933157,-93.191356,17,316.645958986731,1.2,2,2025
2025-04-22,450000.0,2025-05-14,465000,4.0,2.0,1878.0,4966.0,Saint Paul,1426 Scheffer Ave,55116,44.92128,-93.160505,22,239.61661341853036,1.3333333333333333,4,2025
2025-03-28,374900.0,2025-05-13,385000,3.0,1.5,1800.0,9714.0,Saint Paul,42 Darlene St,55119,44.942275,-93.018525,46,208.27777777777777,1.2,3,2025
2024-10-02,199000.0,2024-12-19,206000,3.0,1.0,1215.0,8015.0,Saint Paul,1159 Seminary Ave,55104,44.965062,-93.148929,78,163.78600823045267,1.5,10,2024
2025-05-02,1300000.0,2025-05-30,1300000,5.0,3.5,5506.0,7144.0,Saint Paul,463 Ashland Ave,55102,44.944695,-93.11967,28,236.1060661096985,1.1111111111111112,5,2025
